0,
1,Comedy
1,Drama
1,News
2,Crime
2,Talk-Show
3,Action
3,Adult
3,Thriller
4,Sport
5,Mystery
5,Romance
6,Sci-Fi
7,Film-Noir
8,Reality-TV
10,Biography
10,War
11,Fantasy
11,Musical
12,History
13,Animation
15,Documentary
15,Music
18,Family
21,Horror
24,Western
29,Game-Show
38,Short
44,Adventure


