,primary_name
1283,Gregorio
1284,Gregory Hines
1285,Gregory Peck
1286,Gregory Smith
1287,Greg Stebner
1288,Greg Timmermans
1289,Grey Damon
1290,Greyson Erik Pendry
1291,Guillaume Baillargeon
1292,Guillaume Bouchède
1293,Guillermo Díaz
1294,Guillermo Estrella
1295,Guillermo Francella
1296,Gunnar Björnstrand
1297,Gustaf Hammarsten
1298,Gustaf Skarsgård
1299,Gustav Fischer Kjærulff
1300,Gustav Fröhlich
1301,Gustavo Escobar
1302,Gustavo Muñoz
1303,Güven Kiraç
1304,Guy Henry
1305,Guy Pearce
1306,Gwilym Lee
1307,Gyton Grantley
1308,Gyurme Tethong
1309,Gyu-Woon Jung
1310,Haaz Sleiman
1311,Habib Al Aidroos
1312,Hae-Jin Yoo
1313,Ha Jung-woo
1314,Håkan Jahnberg
1315,Hakan Karsak
1316,Haldun Boysan
1317,Haley Joel Osment
1318,Hal Holbrook
1319,Halil Ergün
1320,Haluk Bilginer
1321,Hamza Abu-Aiaash
1322,Hamza Ali Abbasi
1323,Hang-Seon Jang
1324,Hank Azaria
1325,Hanno Pöschl
1326,Hans Matheson
1327,Hardy Krüger
1328,Harish Kalyan
1329,Harish Patel
1330,Harland Williams
1331,Harold Gould
1332,Harold Perrineau
1333,Harold Pinter
1334,Harold Ramis
1335,Harold Wayne Jones
1336,Harris Dickinson
1337,Harrison Ford
1338,Harrison Page
1339,Harry Andrews
1340,Harry Connick Jr.
1341,Harry Dean Stanton
1342,Harry Hamlin
1343,Harry Lennix
1344,Harry Morgan
1345,Harry Stockwell
1346,Harry Treadaway
1347,Harshvardhan Kapoor
1348,Hart Bochner
1349,Haruhiko Katô
1350,Harvey Atkin
1351,Harvey Fierstein
1352,Harvey Keitel
1353,Harvey Stephens
1354,Hassan Mutlag Al-Maraiyeh
1355,Hayden Christensen
1356,Hayden Szeto
1357,Hays Wellford
1358,Heath Ledger
1359,Hector Elizondo
1360,Héctor Jiménez
1361,Hee Jae
1362,Heinz Bennent
1363,Henning Moritzen
1364,Henrik Lundström
1365,Henrik Malberg
1366,Henrik Prip
1367,Henrik Rafaelsen
1368,Henry B. Walthall
1369,Henry Cavill
1370,Henry Czerny
1371,Henry Dinhofer
1372,Henry Fonda
1373,Henry Golding
1374,Henry Goodman
1375,Henry Hopper
1376,Henry Max Nelson
1377,Henry Thomas
1378,Henry Winkler
1379,Herbert Grönemeyer
1380,Herbert Lom
1381,Herman Osorio
1382,Hero Fiennes Tiffin
1383,Hideo Sakaki
1384,Hidetoshi Nishijima
1385,Hill Harper
1386,Himesh Patel
1387,Hiroki Narimiya
1388,Hiroshi Abe
1389,Hiroshi Aramata
1390,Hiroyuki Sanada
1391,Hiroyuki Watanabe
1392,Holmes Osborne
1393,Holt McCallany
1394,Honglei Sun
1395,Horatio Sanz
1396,Ho-Sung Pak
1397,Howard Ryshpan
1398,Hristos Passalis
1399,Hrithik Roshan
1400,Hryhoriy Fesenko
1401,Hubert Koundé
1402,Hubertus Bengsch
1403,Huck Milner
1404,Hudhail Al-Amir
1405,Hugh Bonneville
1406,Hugh Dancy
1407,Hugh Grant
1408,Hugh Hurd
1409,Hugh Jackman
1410,Hugh Keays-Byrne
1411,Hugh Laurie
1412,Hugh Marlowe
1413,Hugh Walsh
1414,Hugo Silva
1415,Hugo Weaving
1416,Humphrey Bogart
1417,Hunter McCracken
1418,Hüseyin Avni Danyal
1419,Hussein Salameh Al-Sweilhiyeen
1420,Hyuk-ho Kwon
1421,Hyun-min Kwon
1422,Iain Glen
1423,Ian Bannen
1424,Ian Charleson
1425,Ian Hart
1426,Ian Hendry
1427,Ian Holm
1428,Ian Kelly
1429,Ian McKellen
1430,Ian McNeice
1431,Ian McShane
1432,Ian Mongrain
1433,Ian Pirie
1434,Ian Somerhalder
1435,Ice Cube
1436,Ice-T
1437,Idris Elba
1438,Iftekhar
1439,Igal Naor
1440,Ike Barinholtz
1441,Iko Uwais
1442,Ilker Aksum
1443,Indraneil Sengupta
1444,Ioan Gruffudd
1445,Irrfan Khan
1446,Isaach De Bankolé
1447,Isaiah Mustafa
1448,Isaiah Washington
1449,Israel Broussard
1450,Israel Matseke-Zulu
1451,Issei Ogata
1452,István Bálint
1453,István Göz
1454,Itay Tiran
1455,Iván Chavero
1456,Ivo Nandi
1457,Iwan Rheon
1458,Izán Corchero
1459,Jacir Eid Al-Hwietat
1460,Jack Black
1461,Jack Carson
1462,Jack Davenport
1463,Jack Dylan Grazer
1464,Jack Fox
1465,Jack Gore
1466,Jack Hawkins
1467,Jack Huston
1468,Jackie Chan
1469,Jackie Earle Haley
1470,Jackie Gleason
1471,Jackie Shroff
1472,Jack Kehler
1473,Jack Kehoe
1474,Jack Kesy
1475,Jack Kilmer
1476,Jack Lemmon
1477,Jack Lowden
1478,Jack McBrayer
1479,Jack Nance
1480,Jack Nicholson
1481,Jack O'Connell
1482,Jack Palance
1483,Jack Plotnick
1484,Jack Reynor
1485,Jackson A. Dunn
1486,Jackson Bond
1487,Jackson Nicoll
1488,Jackson Rathbone
1489,Jackson Robert Scott
1490,Jackson Wurth
1491,Jack Thompson
1492,Jack Wallace
1493,Jack Warden
1494,Jack Warner
1495,Jack Weston
1496,Jacob Kogan
1497,Jacob Latimore
1498,Jacob Pitts
1499,Jacob Tremblay
1500,Jacob Vargas
1501,Jacob Zachar
1502,Jacques Gamblin
1503,Jaden Smith
1504,Jaeden Martell
1505,Jae Head
1506,Jae-Hyun Cho
1507,Jai Courtney
1508,Jaime de Hoyos
1509,Jake Abel
1510,Jake Andolina
1511,Jake Brennan
1512,Jake Busey
1513,Jake Gyllenhaal
1514,Jake Hoffman
1515,Jake Johnson
1516,Jake McDorman
1517,Jake Sandvig
1518,Jake Weber
1519,Jakob Cedergren
1520,Jamal Woolard
1521,Jamel Debbouze
1522,James Arness
1523,James Badge Dale
1524,James Booth
1525,James Brolin
1526,James Caan
1527,James Coburn
1528,James Corden
1529,James Cosmo
1530,James Cromwell
1531,James D'Arcy
1532,James Dean
1533,James DeBello
1534,James Doohan
1535,James DuMont
1536,James Duval
1537,James Earl Jones
1538,James Fleet
1539,James Frain
1540,James Franco
1541,James Frecheville
1542,James Freedson-Jackson
1543,James Gandolfini
1544,James Garner
1545,James Jude Courtney
1546,James Keane
1547,James Kyson
1548,James Larkin
1549,James Le Gros
1550,James Marsden
1551,James Mason
1552,James McAvoy
1553,James Norton
1554,James Purefoy
1555,James Ransone
1556,James Rebhorn
1557,James Remar
1558,James Richard Marshall
1559,James Robert Miller
1560,James Rolleston
1561,James Russell
1562,James Sikking
1563,James Spader
1564,James Stewart
1565,James Van Der Beek
1566,James Whitmore
1567,James Wilby
1568,James Wong
1569,James Woods
1570,Jamie Bell
1571,Jamie Blackley
1572,Jamie Dornan
1573,Jamie Draven
1574,Jamie Foxx
1575,Jamie Sives
1576,Janakaraj
1577,Jan Bijvoet
1578,Jang Dong-Gun
1579,Jang Hyuk
1580,Jan-Michael Vincent
1581,Jared Gilman
1582,Jared Harris
1583,Jared Leto
1584,Jared Lotz
1585,Jared Padalecki
1586,Jarlath Conroy
1587,Jarrett Bruno
1588,Jason Alexander
1589,Jason Barry
1590,Jason Bateman
1591,Jason Beghe
1592,Jason Behr
1593,Jason Biggs
1594,Jason Bonham
1595,Jason Clarke
1596,Jason Cope
1597,Jason Dohring
1598,Jason Drucker
1599,Jason Flemyng
1600,Jason Isaacs
1601,Jason Lee
1602,Jason Mantzoukas
1603,Jason McLeod
1604,Jason Mewes
1605,Jason Mitchell
1606,Jason Momoa
1607,Jason O'Mara
1608,Jason Patric
1609,Jason Presson
1610,Jason Ritter
1611,Jason Robards
1612,Jason Ryan
1613,Jason Schwartzman
1614,Jason Scott Lee
1615,Jason Segel
1616,Jason Spevack
1617,Jason Statham
1618,Jason Sudeikis
1619,Javier Bardem
1620,Javier Cámara
1621,Javier Gutiérrez
1622,Jay Baruchel
1623,Jay Chandrasekhar
1624,Jay Chou
1625,Jay Duplass
1626,Jay Ellis
1627,Jay Gillespie
1628,Jay Hernandez
1629,Jay Mohr
1630,Jay O. Sanders
1631,Jay Pharoah
1632,JB Blanc
1633,J.B. Smoove
1634,J.D. Evermore
1635,Jean-Claude Donda
1636,Jean-Claude Van Damme
1637,Jean Dujardin
1638,Jean Keraudy
1639,Jean-Louis Trintignant
1640,Jean-Luc Bideau
1641,Jean-Luc Couchard
1642,Jean Marais
1643,Jean-Marc Barr
1644,Jean-Philippe Écoffey
1645,Jean-Pierre Darroussin
1646,Jean-Pierre Kalfon
1647,Jean-Pierre Martins
1648,Jean Reno
1649,Jean Yanne
1650,Jed
1651,Jeep Swenson
1652,Jeff Anderson
1653,Jeff Bridges
1654,Jeff Conaway
1655,Jeff Daniel Phillips
1656,Jeff Daniels
1657,Jeff Fahey
1658,Jeff Garlin
1659,Jeff Goldblum
1660,Jeff Kahn
1661,Jeffrey Combs
1662,Jeffrey Dean Morgan
1663,Jeffrey DeMunn
1664,Jeffrey Donovan
1665,Jeffrey Ho
1666,Jeffrey Kramer
1667,Jeffrey Men
1668,Jeffrey Tambor
1669,Jeffrey Thomas
1670,Jeffrey Wright
1671,Jeffrey Zekele
1672,Jemaine Clement
1673,Je-mun Yun
1674,Jens Albinus
1675,Jensen Ackles
1676,Jens Hultén
1677,Jeon Gook-hwan
1678,Jeppe Beck Laursen
1679,Jérémie Renier
1680,Jérémie Segard
1681,Jeremy Davies
1682,Jeremy Irons
1683,Jeremy Irvine
1684,Jeremy McWilliams
1685,Jeremy Northam
1686,Jeremy Piven
1687,Jeremy Renner
1688,Jeremy Sheffield
1689,Jeremy Sisto
1690,Jeremy Slate
1691,Jeremy Strong
1692,Jeremy Sumpter
1693,Jeremy Swift
1694,Jeremy W. Auman
1695,Jeroen Krabbé
1696,Jeroen Perceval
1697,Jerry Ferrara
1698,Jerry Lewis
1699,Jerry Nelson
1700,Jerry O'Connell
1701,Jerry Orbach
1702,Jerry Seinfeld
1703,Jerzy Gudejko
1704,Jerzy Kosinski
1705,Jesper Christensen
1706,Jesse Bradford
1707,Jesse Corti
1708,Jesse Eisenberg
1709,Jesse James
1710,Jesse Metcalfe
1711,Jesse Plemons
1712,Jesse Spencer
1713,Jessie T. Usher
1714,Jesús Bonilla
1715,Jet Li
1716,Jianzhong Zhang
1717,Jim Belushi
1718,Jim Breuer
1719,Jim Broadbent
1720,Jim Brown
1721,Jim Carrey
1722,Jim Carter
1723,Jim Caviezel
1724,Jim Gaffigan
1725,Jim Moody
1726,Jimmy Bennett
1727,Jimmy Fallon
1728,Jimmy Nail
1729,Jimmy Sheirgill
1730,Jimmy Smits
1731,Jimmy Somerville
1732,Jimmy Yuill
1733,Jim Norton
1734,Jim Parsons
1735,Jim Siedow
1736,Jim Sturgess
1737,Jim Varney
1738,Jin Goo
1739,Jin-mo Joo
1740,Jin Muraki
1741,Jinpachi Nezu
1742,Jin Zhang
1743,Ji-Seok Seo
1744,J.J. Johnson
1745,J.K. Simmons
1746,J. Michael Finley
1747,Joaquim de Almeida
1748,Joaquín Cosio
1749,Joaquin Phoenix
1750,Jocelyn Quivrin
1751,Jochen Nickel
1752,Joe Absolom
1753,Joe Alwyn
1754,Joe Anderson
1755,Joe Cole
1756,Joe Don Baker
1757,Joe Flanigan
1758,Joe Goossen
1759,Joel Basman
1760,Joel Courtney
1761,Joel David Moore
1762,Joel Edgerton
1763,Joel Fry
1764,Joel Jackson
1765,Joel Kinnaman
1766,Joel Marsh Garland
1767,Joel McHale
1768,Joe Manganiello
1769,Joe Mantegna
1770,Joe Morton
1771,Joe Nicolo
1772,Joe Nunez
1773,Joe Odagiri
1774,Joe Pantoliano
1775,Joe Pesci
1776,Joe Seneca
1777,Joe Silver
1778,Joe Spinell
1779,Joe Viterelli
1780,Joey Kern
1781,Joey Morgan
1782,JoeyStarr
1783,Joey Travolta
1784,Joffrey Platel
1785,Jóhannes Haukur Jóhannesson
1786,Johannes Krisch
1787,Johannes Kuhnke
1788,John Abraham
1789,John Alderton
1790,John Amos
1791,John Amplas
1792,John Ashton
1793,John Astin
1794,John Baker
1795,John Barrymore
1796,John Beck
1797,John Blundell
1798,John Boyega
1799,John Candy
1800,John Carroll Lynch
1801,John Carter
1802,John Cassavetes
1803,John Castle
1804,John Cazale
1805,John Cena
1806,John Cho
1807,John Cleese
1808,John C. McGinley
1809,John Collin
1810,John Corbett
1811,John C. Reilly
1812,John Cullum
1813,John Cusack
1814,John David Washington
1815,John D'Leo
1816,John Doman
1817,John Flanders
1818,John Forsythe
1819,John Francis Daley
1820,John Gallagher Jr.
1821,John Gavin
1822,John Gielgud
1823,John Glover
1824,John Goodman
1825,John Hannah
1826,John Harkins
1827,John Hawkes
1828,John Heard
1829,John Hodgman
1830,John Houseman
1831,John Hurt
1832,John Krasinski
1833,John Larroquette
1834,John Laurie
1835,John Leguizamo
1836,John Lennon
1837,John Lithgow
1838,John Lloyd Fillingham
1839,John Lloyd Young
1840,John Lone
1841,John Longden
1842,John Lynch
1843,John MacKay
1844,John Malkovich
1845,John Marley
1846,John Matthews
1847,John Michael Higgins
1848,John Mills
1849,John Neville
1850,Johnny Depp
1851,Johnny Flynn
1852,Johnny Knoxville
1853,Johnny Simmons
1854,Johnny Vekris
1855,John Ortiz
1856,John Osborne
1857,John Palladino
1858,John Pingayak
1859,John Polson
1860,John Randolph
1861,John Ratzenberger
1862,John Rhys-Davies
1863,John Ritter
1864,John Savage
1865,John Saxon
1866,John Schuck
1867,John Shea
1868,John Spencer
1869,John Steadman
1870,John Tesh
1871,John Tormey
1872,John Travolta
1873,John Turturro
1874,John Wayne
1875,John Witherspoon
1876,Joivan Wade
1877,Jo Marr
1878,Jon Abrahams
1879,Jonah Hill
1880,Jonas Bloquet
1881,Jonas Hoff Oftebro
1882,Jonas Karlsson
1883,Jonathan Banks
1884,Jonathan Bennett
1885,Jonathan Breck
1886,Jonathan Daniel Brown
1887,Jonathan D. Mellor
1888,Jonathan Frakes
1889,Jonathan Freeman
1890,Jonathan Groff
1891,Jonathan Hyde
1892,Jonathan Jackson
1893,Jonathan Keltz
1894,Jonathan Lipnicki
1895,Jonathan Pryce
1896,Jonathan Race
1897,Jonathan Raggett
1898,Jonathan Readwin
1899,Jonathan Rhys Meyers
1900,Jonathan Rosenthal
1901,Jonathan Roumie
1902,Jonathan Tucker
1903,Jonathan Winters
1904,Jonathan Woodhouse
1905,Jón Benónýsson
1906,Jon Bernthal
1907,Jon Bon Jovi
1908,Jon Daly
1909,Jon Favreau
1910,Jon Foster
1911,Jon Gries
1912,Jon Hamm
1913,Jon Heder
1914,Jon Lovitz
1915,Jonny Lee Miller
1916,Jonny Weston
1917,Jon Seda
1918,Jon Stewart
1919,Jon Tenney
1920,Jon Voight
1921,Joon Lee
1922,Jordan Carlos
1923,Jordan Nagai
1924,Jordan Peele
1925,Jordi Mollà
1926,Jorge Lendeborg Jr.
1927,Jørgen Langhelle
1928,Jörgen Lindström
1929,Jörgen Thorsson
1930,Joris Jarsky
1931,Jorma Taccone
1932,José Bódalo
1933,José Canalejas
1934,Jose Coronado
1935,Josef Sommer
1936,José Julián
1937,José María de Tavira
1938,Jose Pablo Cantillo
1939,Joseph Calleia
1940,Joseph Cotten
1941,Joseph Cross
1942,Joseph Fiennes
1943,Joseph Gordon-Levitt
1944,Joseph Izzo
1945,Joseph Julian Soria
1946,Joseph Mascolo
1947,Joseph Pilato
1948,Joseph Salas
1949,Joseph Sikora
1950,Joseph Vijay
1951,Joseph Wiseman
1952,José Wilker
1953,Josh Brener
1954,Josh Brolin
1955,Josh Duhamel
1956,Josh Gad
1957,Josh Hamilton
1958,Josh Hartnett
1959,Josh Hutcherson
1960,Josh Keaton
1961,Josh Lucas
1962,Josh Pais
1963,Josh Peck
1964,Joshua Jackson
1965,Joshua Leonard
1966,Joshua Wilson
1967,Josh Wiggins
1968,Josh Zuckerman
1969,Joss Ackland
1970,Jovan Adepo
1971,JR Bourne
1972,JR Reed
1973,J.T. Jackson
1974,J.T. Walsh
1975,Juan Carlos Hernández
1976,Juan de Marcos González
1977,Juan Pablo Raba
1978,Juan Saavedra
1979,Judah Friedlander
1980,Judah Lewis
1981,Judd Hirsch
1982,Jude Akuwudike
1983,Jude Law
1984,Judge Reinhold
1985,Juhan Ulfsak
1986,Ju Jin-Mo
1987,Julian Dennison
1988,Julian Fellowes
1989,Julian Firth
1990,Julián Giraldo
1991,Julian Glover
1992,Julian Lerner
1993,Julian McMahon
1994,Julian Morris
1995,Julian Sands
1996,Julian Wadham
1997,Jung-jae Lee
1998,Jung Woo-sung
1999,Jun Kunimura
2000,Jun-yeong Jang
2001,Jürgen Prochnow
2002,Jüri Järvet
2003,Justice Smith
2004,Justin Bartha
2005,Justin Bradley
2006,Justin Chambers
2007,Justin Chatwin
2008,Justin Chon
2009,Justin Gordon
2010,Justin Hartley
2011,Justin Long
2012,Justin Pierce
2013,Justin Theroux
2014,Justin Timberlake
2015,Kabir Bedi
2016,Kadeem Hardison
2017,Kadir Çermik
2018,Kad Merad
2019,Kagiso Kuypers
2020,Kai-Peter Malina
2021,Kai Ryssdal
2022,Kais Nashif
2023,Ka-Kui Ho
2024,Kal Penn
2025,Kamal Haasan
2026,Kamel El Basha
2027,Kandido Uranga
2028,Kane Hodder
2029,Kangana Ranaut
2030,Kang-ho Song
2031,Kareem Abdul-Jabbar
2032,Karel Hermánek Jr.
2033,Karel Roden
2034,Karl Glusman
2035,Karl Malden
2036,Karl Urban
2037,Karl Zinny
2038,Karthi
2039,Ka Tung Lam
2040,Kay Kay Menon
2041,Kayvan Novak
2042,Kazunari Ninomiya
2043,Keanu Reeves
2044,Keegan-Michael Key
2045,Keenan Tracey
2046,Keenan Wynn
2047,Ke Huy Quan
2048,Keir Dullea
2049,Keir O'Donnell
2050,Keith Carradine
2051,Keith David
2052,Keith Gordon
2053,Keith Knight
2054,Keith L. Williams
2055,Keiynan Lonsdale
2056,Kellan Lutz
2057,Kelly Asbury
2058,Kelsey Grammer
2059,Kelvin Harrison Jr.
2060,Kenan Thompson
2061,Ken Bevel
2062,Ken Campbell
2063,Ken Duken
2064,Ken Foree
2065,Ken Hudson Campbell
2066,Ken'ichi Hagiwara
2067,Ken Jeong
2068,Kenji Kohashi
2069,Kenji Matsuda
2070,Ken Leung
2071,Ken Marshall
2072,Kenneth Branagh
2073,Kenneth Mars
2074,Kenny Wormald
2075,Ken Stott
2076,Ken Watanabe
2077,Kerr Smith
2078,Kesun Loder
2079,Kevin Anderson
2080,Kevin Bacon
2081,Kevin Connolly
2082,Kevin Conway
2083,Kevin Costner
2084,Kevin Dillon
2085,Kevin Downes
2086,Kevin Dunn
2087,Kevin Hart
2088,Kevin Heffernan
2089,Kevin James
2090,Kevin Janssens
2091,Kevin Kline
2092,Kevin McCarthy
2093,Kevin McKidd
2094,Kevin McNally
2095,Kevin Nealon
2096,Kevin Peter Hall
2097,Kevin Pollak
2098,Kevin Sizemore
2099,Kevin Smith
2100,Kevin Spacey
2101,Kevin Tighe
2102,Kevin Zegers
2103,Kid Cudi
2104,Kiefer Sutherland
2105,Kieran Culkin
2106,Ki-Hong Woo
2107,Killian Coyle
2108,Kim Bodnia
2109,Kim Hee-ra
2110,Kim In-kwon
2111,Kingsley Ben-Adir
2112,Kirby Heyborne
2113,Kirk Acevedo
2114,Kirk Cameron
2115,Kirk Douglas
2116,Kit Harington
2117,K.J. Apa
2118,Klaus Maria Brandauer
2119,Klaus Wennemann
2120,Kodi Smit-McPhee
2121,Koen De Bouw
2122,Kôji Yakusho
2123,Kris Kristofferson
2124,Kris Lemche
2125,Kristoffer Joner
2126,Kumail Nanjiani
2127,Kumud Mishra
2128,Kunal Kapoor
2129,Kurt David Anderson
2130,Kurt Fuller
2131,Kurt Russell
2132,Kurtwood Smith
2133,Kyle Chandler
2134,Kyle Gallner
2135,Kyle Gass
2136,Kyle MacLachlan
2137,Kyle T. Heffner
2138,Lal
2139,Lambert Wilson
2140,Lance Crouther
2141,Lance Henriksen
2142,Lane Hughes
2143,Lane Smith
2144,Larenz Tate
2145,Larry Bagby
2146,Larry Block
2147,Larry Hagman
2148,Larry Miller
2149,Larry the Cable Guy
2150,Lars Eidinger
2151,Lars Ranthe
2152,Lasse Fogelstrøm
2153,Laurence Fishburne
2154,Laurence Harvey
2155,Laurence Olivier
2156,Laurent Lafitte
2157,Laurent Lucas
2158,Lawrence A. Bonney
2159,Lawrence Chou
2160,Lawrence Michael Levine
2161,Lawrence Taylor
2162,Laz Alonso
2163,Lee Byung-hun
2164,Lee Curreri
2165,Lee Da-wit
2166,Lee Eol
2167,Lee Evans
2168,Leehom Wang
2169,Lee J. Cobb
2170,Lee Jung-Jin
2171,Lee Marvin
2172,Leeon Jones
2173,Lee Tergesen
2174,Leigh Lawson
2175,Leigh McCloskey
2176,Leigh Whannell
2177,Leland Orser
2178,Leo Fitzpatrick
2179,Leo Genn
2180,Leon
2181,Leonard Nimoy
2182,Leonardo Cimino
2183,Leonardo DiCaprio
2184,Leonardo Sbaraglia
2185,Leonard Roberts
2186,Leon Rippy
2187,Leslie David Baker
2188,Leslie Nielsen
2189,Leslie Odom Jr.
2190,Levi Miller
2191,Lew Ayres
2192,Lewis Black
2193,Lew Temple
2194,Liam Aiken
2195,Liam Cunningham
2196,Liam Hemsworth
2197,Liam McIntyre
2198,Liam McMahon
2199,Liam Neeson
2200,Liev Schreiber
2201,Lil Rel Howery
2202,Lincoln Maazel
2203,Lin-Manuel Miranda
2204,Linus Roache
2205,Lior Raz
2206,Little Richard
2207,LL Cool J
2208,Lloyd Avery II
2209,Lloyd Battista
2210,Lloyd Bridges
2211,Lloyd Hollar
2212,Lloyd Owen
2213,Logan Lerman
2214,Logan Marshall-Green
2215,Logan Miller
2216,Lon Chaney
2217,Loren Dean
2218,Lorne Greene
2219,Lou Diamond Phillips
2220,Lou Frizzell
2221,Louis Calhern
2222,Louis C.K.
2223,Louis Garrel
2224,Louis Gossett Jr.
2225,Louis Herthum
2226,Louis Hofmann
2227,Louis Jourdan
2228,Louis Tripp
2229,Lou Jacobi
2230,Lou Romano
2231,Lou Taylor Pucci
2232,Lucas Black
2233,Lucas Grabeel
2234,Lucas Hedges
2235,Lucas McHugh Carroll
2236,Lucas Pittaway
2237,Luciano Federico
2238,Ludacris
2239,Ludi Lin
2240,Luing Andrews
2241,Luis Gnecco
2242,Luis Guzmán
2243,Lukas Haas
2244,Luke Aikman
2245,Luke Arnold
2246,Luke Bracey
2247,Luke Edwards
2248,Luke Evans
2249,Luke Ford
2250,Luke Goss
2251,Luke Hemsworth
2252,Luke Kenny
2253,Luke Kleintank
2254,Luke Pitzrick
2255,Luke Vanek
2256,Luke Wilson
2257,Lung Ti
2258,Luther Adler
2259,Lyle Lovett
2260,Macaulay Culkin
2261,Machine Gun Kelly
2262,Madhavan
2263,Mads Broe Andersen
2264,Mads Mikkelsen
2265,Mads Sjøgård Pettersen
2266,Magnus Millang
2267,Mahershala Ali
2268,Mahesh Babu
2269,Mahsun Kirmizigül
2270,Mako
2271,Malcolm David Kelley
2272,Malcolm McDowell
2273,Malik Yoba
2274,Mammootty
2275,Manjot Singh
2276,Manny Perez
2277,Manoj Bajpayee
2278,Manuel Rodal
2279,Manu Intiraymi
2280,Marc-André Grondin
2281,Marc Anthony
2282,Marc Blucas
2283,Marc de Jonge
2284,Marc Duret
2285,Marcel Iures
2286,Marcello Fonte
2287,Marcello Mastroianni
2288,Marcelo Alonso
2289,Marcin Kowalczyk
2290,Marc Menchaca
2291,Marco Calamandrei
2292,Marco Giallini
2293,Marco Khan
2294,Marc Swint
2295,Marcus Hondro
2296,Mario Casas
2297,Mario Van Peebles
2298,Mario Zuniga Benavides
2299,Mark Addy
2300,Mark Ashworth
2301,Mark Barrett
2302,Mark Boone Junior
2303,Mark Bringelson
2304,Mark Dacascos
2305,Mark Duplass
2306,Mark Feuerstein
2307,Mark Fredrichs
2308,Mark Gatiss
2309,Mark Hamill
2310,Mark Hapka
2311,Mark Harmon
2312,Mark Herrier
2313,Mark James
2314,Mark Joy
2315,Mark Kassen
2316,Mark Lester
2317,Mark Margolis
2318,Mark Metcalf
2319,Mark O'Brien
2320,Mark Rolston
2321,Mark Ruffalo
2322,Mark Rylance
2323,Mark Stanley
2324,Mark Steger
2325,Mark Strong
2326,Mark Tandy
2327,Markus Rygaard
2328,Mark Wahlberg
2329,Mark Walton
2330,Mark Watson
2331,Mark Webber
2332,Marlon Brando
2333,Marlon Wayans
2334,Marshall Bell
2335,Martin Balsam
2336,Martin Benson
2337,Martin Clunes
2338,Martin Donovan
2339,Martin Freeman
2340,Martin Gabel
2341,Martin Hancock
2342,Martin Henderson
2343,Martin Kabanza
2344,Martin Kove
2345,Martin Landau
2346,Martin Lawrence
2347,Martin McCann
2348,Martin Raymond
2349,Martin Shaw
2350,Martin Sheen
2351,Martin Short
2352,Martin Starr
2353,Martin Stringer
2354,Martin West
2355,Marton Csokas
2356,Marty Feldman
2357,Marwan Kenzari
2358,Masanobu Katsumura
2359,Masato Hagiwara
2360,Masatoshi Nagase
2361,Masaya Katô
2362,Mason Cook
2363,Massimo Girotti
2364,Mathieu Amalric
2365,Mathieu Kassovitz
2366,Matías Quer
2367,Matt Bomer
2368,Matt Damon
2369,Matt Dillon
2370,Matt Frewer
2371,Matthew Bohrer
2372,Matthew Broderick
2373,Matthew Chamberlain
2374,Matthew Davis
2375,Matthew Del Negro
2376,Matthew Fox
2377,Matthew Goode
2378,Matthew Lillard
2379,Matthew Macfadyen
2380,Matthew Marsden
2381,Matthew McConaughey
2382,Matthew Modine
2383,Matthew Perry
2384,Matthew Pleszewicz
2385,Matthew Price
2386,Matthew Rhys
2387,Matthias Schoenaerts
2388,Matt LeBlanc
2389,Matt Long
2390,Matt O'Leary
2391,Matt Passmore
2392,Matt Ross
2393,Matt Schulze
2394,Matt Smith
2395,Matt Stone
2396,Matt Walsh
2397,Maurice Bénichou
2398,Maurice Chevalier
2399,Maurice Dean Wint
2400,Maurice Evans
2401,Mauricio Lopez
2402,Maurizio Micheli
2403,Maury Chaykin
2404,Max Burkholder
2405,Max Deacon
2406,Max Elliott Slade
2407,Maxim Gaudette
2408,Maximiliano Ghione
2409,Max Irons
2410,Max Martini
2411,Max Minghella
2412,Max Phipps
2413,Max Records
2414,Max Showalter
2415,Max Thieriot
2416,Max von Sydow
2417,McColm Cephas Jr.
2418,M.C. Gainey
2419,Meat Loaf
2420,Mehmet Cerrahoglu
2421,Mehmet Emin Toprak
2422,Mehmet Eryilmaz
2423,Mehmet Kurtulus
2424,Mei Sheng Fan
2425,Mekhi Phifer
2426,Mel Brooks
2427,Mel Gibson
2428,Melvil Poupaud
2429,Melvyn Douglas
2430,M. Emmet Walsh
2431,Mena Massoud
2432,Meray Ülgen
2433,Mervyn Johns
2434,Mesfin Lamengo
2435,Mesut Akusta
2436,Method Man
2437,Micah Sloat
2438,Michael Angarano
2439,Michael Bailey Smith
2440,Michael Bates
2441,Michael Biehn
2442,Michael B. Jordan
2443,Michael Bowen
2444,Michael Buie
2445,Michael Buscemi
2446,Michael Caine
2447,Michael Callan
2448,Michael Caton
2449,Michael Cera
2450,Michael C. Hall
2451,Michael Chiklis
2452,Michael Clarke Duncan
2453,Michael C. Maronna
2454,Michael Conrad
2455,Michael Constantine
2456,Michael C. Williams
2457,Michael Dean Jacobs
2458,Michael Douglas
2459,Michael Ealy
2460,Michael Eklund
2461,Michael Fairman
2462,Michael Fassbender
2463,Michael Fox
2464,Michael Gambon
2465,Michael Garza
2466,Michael Gough
2467,Michael Gross
2468,Michael Hadley
2469,Michael Hogan
2470,Michael Hough
2471,Michael Ironside
2472,Michael Jackson
2473,Michael Jai White
2474,Michael Jeter
2475,Michael J. Fox
