0,Action
1,Adventure
2,Animation
3,Biography
4,Comedy
5,Crime
6,Drama
7,Family
8,Fantasy
9,History
10,Horror
11,Mystery
12,Romance
13,Sci-Fi
14,Thriller
15,Western
24,Documentary
32,War
49,Sport
83,Music
84,Musical
205,Film-Noir
232,News
