4972,8500000
13257,40000000
16220,70000000
17136,90000000
19702,10000000
22958,25000000
23427,35000000
24034,100000000
24216,207000000
26029,750000
27125,65000000
27652,68000000
29583,1499000
30241,85000000
30287,100000000
31455,100000000
32138,2777000
32143,16000000
32455,80000000
32976,185000000
34167,1400000
34248,25000000
34583,950000
37008,7000000
38559,33000000
38787,20000000
38991,9000000
40416,18000000
40662,60000000
40724,34000000
41154,6000000
41699,180000000
41719,25000000
42369,2000000
42546,20000000
43456,80000000
43949,30000000
44008,200000000
44672,4000000
45883,150000000
45888,40000000
46126,90000000
46303,14000000
46359,75000000
47034,160000000
47437,58000000
47522,36000000
47528,150000000
47573,15000000
48281,35000000
48356,108000000
48452,55000000
49261,70000000
49408,25000000
50086,65000000
50212,3000000
50613,43000000
51554,40000000
51658,30000000
52357,4000000
52365,160000000
52618,100000000
52948,60000000
53270,150000000
53580,107000000
53619,85000000
54047,90000000
57413,80000000
54130,78000000
54215,806947
54331,12000000
54387,80000000
54407,16000000
54997,20000000
55614,6000000
55928,200000000
56059,37000000
56193,62000000
56218,80000000
56736,40000000
56923,48000000
56937,44000000
57129,80000000
57163,100000000
57372,54000000
57449,26000000
57611,32000000
57877,30000000
58329,40000000
58331,130000000
58385,17000000
58777,21000000
59017,66000000
59260,25000000
59274,15000000
59742,8200000
59825,30000000
60086,60000000
60176,100000000
60315,100000000
60390,6000000
60827,20000000
60955,90000000
61452,150000000
61619,95000000
61770,70000000
62480,80000000
62622,12000000
62765,15000000
62952,9000000
63385,60000000
63442,100000000
63462,45000000
63611,125000000
63678,15000000
63688,48000000
63850,52000000
64276,360000
64505,60000000
64541,35000000
65126,38000000
65234,25000000
65377,10000000
65528,30000000
66026,3500000
66206,12000000
66434,185000000
66491,93000000
66580,30000000
66808,2000000
66831,60000000
66921,2200000
67023,25000000
67128,63600000
67309,100000000
67334,10000000
67741,35000000
67800,25000000
68646,6000000
68931,40000000
69113,160000000
69281,100000000
69293,47000000
69895,20000000
69947,60000000
69762,22000000
70047,11000000
70608,200000000
70511,13000000
70643,16000000
70666,81000000
70698,30000000
70707,2000000
70735,25000000
70948,3000000
70849,1250000
70917,40000000
71110,10000000
71402,30000000
71222,5000000
71455,7000000
71746,60000000
71771,82000000
71577,105000000
71877,55000000
72271,9500000
72281,75000000
72431,2800000
72308,14000000
73312,3000000
73195,7000000
73440,14000000
73705,165000000
73707,170000000
73747,90000000
73631,70000000
73812,300000
74156,30000000
74285,30000000
74751,207000000
74811,16000000
74958,3800000
75005,25000000
74899,100000000
75612,40000000
75148,24000000
75265,36000000
75648,10000000
75686,4000000
75925,38000000
75784,27000000
75860,20000000
76054,20000000
76504,75000000
76150,35000000
76162,75000000
76590,80000000
76740,22000000
76759,18000000
77355,17000000
77402,26000000
77416,15000000
77451,3000000
77588,15000000
77631,6000000
77651,325000
77681,15000000
77713,2000000
77742,10000000
77745,80000000
77766,7000000
77869,93000000
77889,75000000
77914,100000000
77928,2300000
78087,24000000
78346,55000000
78504,2777000
78748,11000000
78767,19000000
79261,11000000
79501,150000000
79522,150000000
79540,100000000
79638,115000000
79714,115000000
79817,35000000
79871,68000000
79944,12000000
80009,50000000
80130,15000000
80339,3500000
80354,6000000
80569,17000000
80661,6500000
80716,18000000
80749,18000000
80923,75000000
80979,6000000
81114,1100000
81353,25000000
81383,20000000
81505,19000000
81554,10000000
81573,54000000
81698,8000000
82031,40000000
82096,6000000
82186,125000000
82198,90000000
82269,55000000
82348,175000000
82484,12500000
82495,10000000
82694,150000000
82782,15000000
82869,50000000
82933,14000000
82971,18000000
82979,32000000
83131,25000000
83169,35000000
83190,35000000
83511,356000000
83564,65000000
83658,150000000
83739,6000000
83943,39000000
83944,15000000
83987,100000000
84335,35000000
84516,35000000
84522,63000000
84827,170000000
84726,11200000
84934,25000000
85210,90000000
85382,17700000
85404,125000000
85701,78000000
85811,90000000
86022,65000000
86154,806947
86200,6200000
86216,10000000
86250,35000000
86425,8000000
86525,350000
84777,10000000
84787,38000000
84805,21000000
86873,35000000
84809,46000000
86879,100000000
87015,150000000
86960,50000000
86969,84500000
87056,200000000
87075,2000000
86993,40000000
87089,58000000
87182,40000000
87277,8200000
87469,28000000
87538,40000000
87800,35000000
87909,12000000
87985,65000000
87995,8000000
88024,50000000
88172,140000000
88247,6400000
88763,19000000
88846,90000000
88930,63000000
88944,70000000
88979,11000000
88993,3500000
89003,30000000
89013,20000000
89114,49000000
89155,140000000
89175,30000000
89469,180000000
89560,23000000
89881,11500000
89885,900000
89927,35000000
89941,100000000
90329,20000000
90583,12500000
90605,175000000
90756,6000000
90859,175000000
90887,21000000
90888,12000000
90966,14000000
87332,30000000
91159,70000000
91203,25000000
91217,20000000
91223,85000000
91369,19000000
91445,50000000
91495,12500000
91538,65000000
91670,13000000
91763,6000000
91867,3000000
91875,15000000
91886,4500000
91954,4000000
92076,9500000
92099,42000000
92563,17000000
92610,5000000
92618,150000000
92644,50000000
92666,20000000
92675,45000000
93058,30000000
92890,6000000
92925,78000000
93075,109000000
93185,129000000
93378,55000000
93409,140000000
93493,13000000
93603,61000000
93512,63000000
93605,5000000
93578,90000000
93677,70000000
93693,12000000
93793,138000000
93773,88000000
93870,13000000
93886,85000000
93894,27000000
94035,20000000
94291,70000000
94715,60000000
94737,28000000
94625,8000000
94894,65000000
94919,21000000
95016,110000000
95174,93000000
95488,2500000
95583,1100000
95800,80000000
95953,25000000
95956,63000000
96061,200000000
95963,178000000
96438,70000000
96446,95000000
96320,15000000
96764,46630000
96874,40000000
96895,35000000
97138,26000000
97235,20000000
97428,30000000
97240,2500000
97441,40000000
97493,70000000
97499,9000000
97637,100000000
97576,48000000
97733,140000000
97770,35000000
98141,33000000
98084,21000000
98320,61000000
98354,250000000
98546,115000000
98575,60000000
98663,2777000
99077,70000000
99088,40000000
99165,47000000
99012,170000000
99422,47000000
99423,110000000
99348,22000000
99582,19000000
99785,18000000
99653,22000000
99800,5000000
99810,30000000
99938,15000000
100029,6000000
100142,230000
100157,20000000
100201,17000000
